cbsa1_name,cbsa2_name,cbsa1,cbsa2,raceDistance,incomeDistance,geographicDistance,scenesDistance,populationDistance,employmentDistance,bachelorDistance,frequencyDistance,frequencyCosine,categoriesJaccard,votingDistance
Los Angeles,San Francisco,31080,41860,0.036635950208799374,40210.0,548181.2811510009,0.07346437468880192,8451990.0,0.021238570957146208,,15721.450410187987,0.9737833589753854,0.7937399678972713,0.12371774172481309
Orlando,Tampa,36740,45300,0.020439996239662275,4354.0,121072.8008518645,0.040145732935706245,501899.0,0.04157950710933689,9.540328188012793,1726.9493333621574,0.986360992824497,0.8084781945715157,0.06029923349630234
New York,Orlando,35620,36740,0.005232514354930172,22059.0,1528383.463767287,0.14816722658301462,17467094.0,0.00011774865199287721,13.785168353645943,31049.079551574472,0.9327510418097628,0.7461660497091486,0.09774920166353107
Atlanta,New York,12060,35620,0.028398478754585496,10985.0,1214365.7955332298,0.12500357860922057,14050655.0,0.02476954747482185,45.40986777226829,25043.316174181087,0.9169147100348368,0.8041372086933752,0.08076948491409464
Dallas,New York,19100,35620,0.0017522570430884526,10212.0,2228290.6301190387,0.1586583917293024,12503083.0,0.043136286234852106,14.332857905448236,22725.357400929915,0.9118615593302749,0.8082901554404145,0.14039765843807583
Boston,New York,14460,35620,0.0404017058872015,13507.0,304255.00420280686,0.06684484833972237,15198838.0,0.041257825338407716,12.02249324667683,27527.02661022436,0.9692749164984829,0.7700605103920021,0.023258464091819753
Houston,New York,26420,35620,0.014326107888266684,15549.0,2290837.778246727,0.14802620308301856,13018230.0,0.015796282473357293,28.035716387172698,24071.726174082323,0.9093576116569979,0.8149392607909021,0.14056488285447238
Riverside,San Diego,40140,41740,0.02826105820004956,15933.0,178199.3784135459,0.06668920090788506,1301205.0,0.04848997563377078,,2135.919942319936,0.9669804939405603,0.7708456534594914,0.07252389627981859
Chicago,Los Angeles,16980,31080,0.059851240083961574,4018.0,2770669.2421343294,0.08793098944729455,3582496.0,0.018589687211982397,,7100.023943621599,0.9721683248026157,0.8382742191635786,0.012648343054897593
Los Angeles,Phoenix,31080,38060,0.04793065036256318,9170.0,575701.2772537192,0.1185140511024698,8355166.0,0.01146908517738765,,15558.38683797263,0.9564734941905989,0.7971130713712911,0.1686283951766504
Los Angeles,Miami,31080,33100,0.018781403509683763,20020.0,3732704.1847882695,0.12164683151473457,7062665.0,0.015237215018356398,,12468.51799533529,0.952797329807871,0.8240887480190174,0.08743094268694618
Dallas,Los Angeles,19100,31080,0.03258928978905387,5707.0,1970454.393856405,0.12841513649861616,5563611.0,0.041600719268939046,,9955.948975361414,0.957055654681842,0.8173890063424947,0.171374552950746
New York,San Francisco,35620,41860,0.018631527255334027,35705.0,4124002.234446611,0.05980917825360592,15391462.0,0.022774137923059268,2.176275827732141,28171.955203712787,0.9493283861088935,0.7840670859538784,0.15469463623748325
Miami,Tampa,33100,45300,0.08360263654454225,1888.0,304003.8982469836,0.04901254252917097,2963058.0,0.027995607708886427,47.97802663603795,6364.528183612671,0.9733493422046103,0.8048433048433048,0.1015943869855574
Atlanta,Miami,12060,33100,0.08379216808026253,13540.0,927294.256727447,0.050749495285281485,48518.0,0.03847119552726519,70.0623978666475,3661.89855129822,0.9636924193837001,0.81133648235621,0.02431543673981862
Austin,Houston,12420,26420,0.01929277943750936,14878.0,229411.8797169587,0.04551563759967845,4838869.0,0.047884641420006036,8.304040404040407,9965.561298792958,0.9742734400983788,0.7735794635131238,0.11599492492609847
Austin,San Antonio,12420,41700,0.04398903825376288,22029.0,129873.20613737928,0.04982405951404157,274772.0,0.061318002692316353,13.937487116058545,1253.7388085243274,0.9737397237936455,0.7866028708133971,0.10543444102469157
Austin,Dallas,12420,19100,0.006556887580953314,9541.0,295389.19393641275,0.05546104176216279,5354016.0,0.020544637658511222,22.00689888576487,11614.456939521537,0.9787898739490754,0.7820250948351327,0.11582770050970193
Houston,San Antonio,26420,41700,0.02307466281686563,7151.0,321072.1577799314,0.02784680971747213,4564097.0,0.013433361272310318,22.241527520098952,9653.921431211256,0.98658215147556,0.7640611479665417,0.010560483901406903
New York,Tampa,35620,45300,0.017728526931695795,26413.0,1610138.098419071,0.13412928196661494,16965195.0,0.041697255761329766,23.325496541658737,29989.155756706456,0.9227351305125675,0.7665964172813488,0.1580484351598334
Chicago,Miami,16980,33100,0.053241976635093106,16002.0,1863625.854002316,0.080405375185498,3480169.0,0.033826902230338796,42.96093717114402,7811.8967607105515,0.9611542075441186,0.8253143794423182,0.07478259963204859
Las Vegas,Riverside,29820,40140,0.028552917720456608,11130.0,211782.17214762373,0.06240457704229723,2334378.0,0.024340831352028247,,3294.8051535713003,0.959826916006228,0.7615218063717909,NaN
Las Vegas,New York,29820,35620,0.004154950024944258,23699.0,3579666.181056052,0.13093653911828743,17875009.0,0.010400596725759659,,32373.57877961595,0.9303732005380556,0.6978588421887391,NaN
Philadelphia,Washington,37980,47900,0.017926415740324594,34248.0,221391.3546649406,0.0469084332932425,140111.0,0.0534141940777384,35.37315130830489,2875.1937326030747,0.9717277697295561,0.8007454128440367,0.16171580142169262
Chicago,Dallas,16980,19100,0.004951380769478346,1689.0,1274076.4076207443,0.07277775750831031,1981115.0,0.02301103205695665,3.9755491713165654,5786.5668578182,0.9648761475821103,0.8243688254665203,0.1587262098958484
Atlanta,Orlando,12060,36740,0.04037773033443176,11074.0,655391.0055818639,0.038877637051337524,3416439.0,0.02488729612681473,31.62469941862235,7433.530520553474,0.9816543154145464,0.7898126463700235,0.016979716749436435
Houston,Los Angeles,26420,31080,0.01316179714632918,11044.0,2209280.4969246048,0.11312813815076117,6078758.0,0.014260715507444233,,11324.236044872961,0.9532512908682119,0.8183968462549277,0.17154177736714254
Dallas,San Antonio,19100,41700,0.04787391434599724,12488.0,409846.4467158672,0.031052545209805417,5079244.0,0.04077336503380513,35.94438600182342,11360.798871558285,0.9841627248443308,0.7698135198135199,0.010393259485010353
Atlanta,Los Angeles,12060,31080,0.11435956426593583,6480.0,3102408.1857746607,0.11440768578212851,7111183.0,0.02323398050890879,,12485.928639872967,0.9515585397552879,0.8021773765268189,0.1117463794267648
Atlanta,Chicago,12060,16980,0.025047740157541215,2462.0,940635.9411354497,0.058518914050293344,3528687.0,0.004644293296926394,27.10146069550349,7600.993487696197,0.9667489687471208,0.8221728257849402,0.0990980363718672
New York,Phoenix,35620,38060,0.014308201721756914,13675.0,3464656.0536037376,0.13892901678814573,15294638.0,0.00993351821147459,25.06191892549151,28204.79700334679,0.9140300827629418,0.7841087297438578,0.13765150066398024
Los Angeles,Washington,31080,47900,0.07063880897033994,30698.0,3636664.7277953066,0.06825491474820893,6815836.0,0.06168732752768835,,13718.6539427161,0.9699534843977942,0.7902060476317903,0.12542577981733805
Dallas,Miami,19100,33100,0.02670964888799107,14313.0,1773634.9145147759,0.08079077478941017,1499054.0,0.056837934287295444,38.98538799982745,5514.084239472589,0.9549126451798284,0.8111811455193204,0.08394361026379982
Miami,Washington,33100,47900,0.05802217847758757,50718.0,1438945.4805683347,0.08990693106908101,246829.0,0.07692454254604475,58.118549511854944,3737.265711720268,0.9677948707271827,0.7848804891606448,0.21285672250428422
Atlanta,Dallas,12060,19100,0.03299797991323733,773.0,1174119.339476716,0.05354944017821227,1547572.0,0.018366738760030255,31.077009866820056,3955.611457158046,0.9871396353449304,0.8189461883408071,0.0596281735239812
Los Angeles,Seattle,31080,42660,0.10798675319157988,18101.0,1517057.8358487254,0.06384454034584129,9182236.0,0.03631514887133447,,17086.799349205223,0.9523421581723691,0.7921558164354322,0.0034800638709265863
Denver,New York,19740,35620,0.024302017311776808,3310.0,2628837.060237939,0.11494340395296751,17176649.0,0.06851054289927871,33.151308058071635,30558.53075656616,0.9242976273540393,0.7528237457315472,0.02555240991295682
New York,Seattle,35620,42660,0.02746932242866868,13596.0,3862959.7703397786,0.066220738225953,16121708.0,0.03785071583724753,48.79350439204808,29491.152893706952,0.9262339479188317,0.7811439018020371,0.03445695838359675
Los Angeles,Orlando,31080,36740,0.0311830040863117,17554.0,3549009.9501443407,0.13333710535911317,10527622.0,0.0016533156179059372,,18751.17542982306,0.9495959630696053,0.7613112977512869,0.12872609617620123
Chicago,Washington,16980,47900,0.009504617456231781,34716.0,932925.556634399,0.053193228808825904,3233340.0,0.043097640315705954,15.157612340710926,8793.855354734918,0.9808564657830178,0.8082843548838511,0.13807412287223564
Portland,Seattle,38900,42660,0.009876528164874849,16755.0,215967.33453392916,0.020134046408286553,1505903.0,0.019284001355441616,81.55745891276865,2624.338964387032,0.9874715082873285,0.7845884413309983,0.036492429321268505
Houston,Miami,26420,33100,0.006260487952768951,8976.0,1534056.4901636045,0.08011808713922407,983907.0,0.02949793052580063,52.688246481551914,4622.92234414553,0.9528545229890496,0.8142389525368249,0.08411083468019637
Chicago,Orlando,16980,36740,0.007564363001121123,13536.0,1590573.2156555334,0.06988828631871252,6945126.0,0.020243002829888335,4.523238723118858,13836.116507170645,0.9662601147775184,0.7848605577689243,0.11607775312130364
New York,San Diego,35620,41740,0.010171352258565653,3364.0,3868124.750621512,0.06554742268352327,16841836.0,0.01374854755598287,,30745.15792771278,0.9408549803808094,0.7579167757131641,0.031579633523810546
Chicago,Houston,16980,26420,0.026502538937919633,7026.0,1487799.0006320719,0.06557681997177271,2496262.0,0.004328971704538165,9.727309310407897,6901.454049691268,0.960055030916411,0.82239171887769,0.15889343431224495
Atlanta,Washington,12060,47900,0.00670605479295799,37178.0,836675.427384368,0.06697980879840566,295347.0,0.03845334701877956,11.943848354792564,3649.458589982903,0.9701400770096091,0.7988013698630136,0.23717215924410284
Denver,Los Angeles,19740,31080,0.08807745150150546,7815.0,1318363.1065738772,0.09723375210678602,10237177.0,0.06697497593336565,,18133.671470499292,0.9549931098648013,0.7694586587664961,0.05652930442562698
New York,Riverside,35620,40140,0.05380334672187187,12569.0,3743849.179386522,0.1148674059213785,15540631.0,0.034741428077787906,43.95461550315919,30130.969549617883,0.9020019638542315,0.7468487394957983,0.10410352980362914
Atlanta,Tampa,12060,45300,0.04223659080892207,15428.0,647452.2482574729,0.05042145076161308,2914540.0,0.06646680323615162,22.084371230609555,6312.307977277408,0.9776992663827166,0.798090830199595,0.07727895024573878
Las Vegas,Phoenix,29820,38060,0.013056266661192754,10024.0,430504.99507332395,0.04256134940430994,2580371.0,0.00046707851428506864,,5172.749848968148,0.9721913318007133,0.7577118897873615,NaN
Miami,Philadelphia,33100,37980,0.11288636512005967,16470.0,1603535.734131105,0.10095328439302663,106718.0,0.023510348468306352,22.745398203550053,4031.8256410713,0.9569039967215588,0.8022191400832177,0.051140921082591606
Las Vegas,San Diego,29820,41740,0.0036785502358433813,27063.0,388888.5988225042,0.08704583503807556,1033173.0,0.02414914428174253,,2245.510855017183,0.967724630346919,0.7534246575342466,NaN
Orlando,Washington,36740,47900,0.01896382076846298,48252.0,1207005.9149404077,0.09112866840904206,3711786.0,0.06334064314559429,19.680851063829785,5596.502300544511,0.9745623961390147,0.7723122238586156,0.2541518759935393
Atlanta,Houston,12060,26420,0.05690766167173082,4564.0,1126515.5039307112,0.05652270278406252,1032425.0,0.008973265001464559,17.374151385095594,3101.9793680809676,0.9815140323334598,0.8189919242550822,0.05979539794037775
Las Vegas,San Francisco,29820,41860,0.021427371036982504,59404.0,665884.0731090851,0.16355443524471158,2483547.0,0.033174734648818927,,5030.320168736777,0.9393012789189885,0.7434445768772348,NaN
Los Angeles,Philadelphia,31080,37980,0.12500811167931325,3550.0,3814297.552955178,0.09350022182429057,6955947.0,0.008273133449949954,,13787.977915561078,0.9457581201483664,0.8054443554843875,0.03629002160435457
